Titulo,Empresa,Localizacao,Salario,Salario_Min,Salario_Max,Nivel_Experiencia,Tipo_Empresa,Modalidade,Data_Publicacao,Tecnologias,Tem_Beneficios,Link
Consultor Comercial- Home office,Não informada,Home Office,"Até R$ 2.000,00",2000.0,2000.0,Lideranca,Educacao,**?? VAGA PARA SDR – Zeros à Direita** **Modelo:** Híbrido (São Paulo – Presencial + Home Office) **Início Imediato** A **Zeros à Direita** é uma empresa de tecnologia que…,**?? VAGA PARA SDR – Zeros à Direita** **Modelo:** Híbrido (São Paulo – Presencial + Home Office) **Início Imediato** A **Zeros à Direita** é uma empresa de tecnologia que…,,Não,https://www.catho.com.br/vagas/consultor-comercial-home-office/32070556/
Prospector(a) de Clientes (Home Office),Não informada,Home Office,A combinar,,,Nao Especificado,Nao Categorizado,TRABALHE DE QUALQUER LUGAR COM LIBERDADE DE TEMPO E FINANCEIRA? Trabalho 100% home office em que o único pré-requisito é ter ambição profissional. Nossa missão é formar do ZERO…,"Ir para o conteúdo
Anunciar vagas grátis
Cadastrar CV grátis
Entrar
Menu
Seu novo emprego está na palma das suas mãos! Baixe nosso app e obtenha vantagens :)
Vaga de Prospector(a) de Clientes (Home Office)
1 vaga: | Prestador de serviços (PJ) | Publicada em 30/05
A combinar
São Paulo - SP (1)
Sobre a vaga
Atuação (Pessoa Jurídica - MEI) Prospector de clientes

Realizar a análise e o diagnóstico de clientes em potencial através de contatos específicos por telefone.

Para otimizar o processo comercial e tornar a rotina de prospecção mais qualificada e efetiva, além de manter os cadastros de clientes centralizados e acessíveis, dispomos de um CRM personalizado dentro do nosso Sistema de Inteligência - alimentado diariamente para melhor performance do nosso profissional.

Home Office (Tendência mundial), basicamente, permite que o colaborador trabalhe de qualquer lugar, desde que disponha de algumas ferramentas, como telefone(móvel) e um computador com conexão à internet.

Apoio ao colaborador:

Temos um time de altíssimo nível, que realizam treinamentos e simulados frequentemente, além de acompanhamentos diários através de relatórios, visando a melhoria continua do colaborador, dando a ele uma condição muito mais ampla de alcançar seus objetivos e cumprimento de metas.

Ganhos (sem renda fixa):

Premiações mensais;
Auxílio Home Office;
Comissões por negócios fechados.
compartilhar
Regime de Contratação

Prestador de serviços (PJ)

Dados da Empresa
ESAD CONSULTORIA

Cadastre-se gratuitamente para ver mais informações da empresa.

Quero me candidatar
Vagas parecidas com esta
Vendedor
13/06/2025
Tayana Vasconcelos de Carvalho 06931336517
1 vaga em São Paulo (São Paulo)
A combinar
Já pensou em contribuir com uma das maiores Edtechs do país e fazer a diferença na educação de milhares de pessoas? ATRIBUIÇÕES: - Prospectar novos clientes e conduzir…
Vendedor
14/06/2025
PIETRA BARIVIERA
1 vaga em São Paulo (São Paulo)
A combinar
TRABALHE DE QUALQUER LUGAR COM LIBERDADE DE TEMPO E FINANCEIRA? Trabalho 100% home office em que o único pré-requisito é ter ambição profissional. Nossa missão é formar do ZERO…
Vendedor
14/06/2025
ÁGUIAS DE GAYA
1 vaga em Rio Claro (São Paulo)+ 4 cidades
A combinar
VAGA ABERTA | VENDEDOR(A) HOME OFFICE Se você tem vontade de crescer e sede de vitória, essa oportunidade é pra você! O que você precisa saber: • Trabalho 100% remoto (onde…
Institucional
Sobre Nós
Certificação de Qualidade
Compliance
Mapa do Site
Ajuda
Contato
Para candidatos
Criar Currículo Grátis
Buscar Vagas
Vagas por Área/cargo
Vagas por Estado
Planos Catho
Blog Carreira e Sucesso
Calculadoras Trabalhistas
Guia de Profissões
Modelos de Currículo
Termos e Condições de Uso
Para empresas
Cadastrar Empresa
Anunciar Vagas Grátis
Planos Catho Empresas
Blog Para Empresas
Busca de currículos
Pesquisa salarial
Recrutamento PcD
Termos e Condições de Uso
Vem com a gente nas redes sociais!
Catho Online Ltda.
CNPJ: 03.753.088/0001-00
Alameda Grajaú, 60 Barueri -
SP
- 06454-050
Política de Privacidade",,Não,https://www.catho.com.br/vagas/prospectora-de-clientes-home-office/31952966/
Estágio em Vendas (Home Office),Não informada,Home Office,"Até R$ 2.000,00",2000.0,2000.0,Trainee,Nao Categorizado,"Será responsável por receber e atender clientes presencialmente, entender suas necessidades, apresentar nossos produtos e soluções, negociar e fechar vendas, além de contribuir…","Ir para o conteúdo
Anunciar vagas grátis
Cadastrar CV grátis
Entrar
Menu
Seu novo emprego está na palma das suas mãos! Baixe nosso app e obtenha vantagens :)
Vaga de Estágio em Vendas (Home Office)
4 vagas: | Estágio | Publicada em 03/04
Até R$ 2.000,00
São Paulo - SP (4)
Sobre a vaga
Estamos em busca de um estagiário para integrar nossa equipe e dar suporte no atendimento aos nossos clientes de forma remota. Se você tem facilidade de comunicação, gosta de ajudar as pessoas e quer aprender em um ambiente dinâmico, essa oportunidade é para você!

Suas principais responsabilidades serão:

Apoiar o atendimento aos clientes por e-mail, telefone e WhatsApp.

Auxiliar na resolução de dúvidas e orientações sobre nossos produtos e serviços.

Acompanhar e monitorar as solicitações, garantindo uma experiência positiva para os nossos clientes.

Acompanhar métricas de vendas e resultados.

Contribuir para a melhoria contínua dos nossos processos de atendimento.
Importante:

**O estagiário realizará um treinamento presencial de 3 meses antes de iniciar o trabalho remoto. Após esse período, as atividades serão executadas em home office.

O que oferecemos:

Estágio com início presencial e, após o treinamento, 100% remoto (home office).

Oportunidade de crescimento e aprendizado em um ambiente inovador e colaborativo. Requisitos:

Facilidade de comunicação e habilidade para resolver problemas de forma eficaz.

Pró-atividade e vontade de aprender.
compartilhar
Benefícios

Assistência Odontológica, Convênio com Farmácia, Tíquete Refeição, Vale Transporte, Participação nos lucros

Regime de Contratação

Estágio

Dados da Empresa
IMÓVEL GUIDE

Cadastre-se gratuitamente para ver mais informações da empresa.

Quero me candidatar
Vagas parecidas com esta
Estagiário de Vendas (Home Office)
16/04/2025
Imóvel Guide
1 vaga em São Paulo (São Paulo)
Até R$ 2.000,00
Prestar atendimento ao cliente, oferecendo nossos serviços e sanando dúvidas; Elaborar relatórios de vendas e acompanhar indicadores de desempenho; Realizar o acompanhamento pós…
Estágio Administrativo (Vendas)
27/05/2025
Imóvel Guide
5 vagas em São Paulo (São Paulo)
Até R$ 2.000,00
Será responsável por receber e atender clientes presencialmente, entender suas necessidades, apresentar nossos produtos e soluções, negociar e fechar vendas, além de contribuir…
Estágio Comercial
08/05/2025
TELHANORTE
1 vaga em São Paulo (São Paulo)
Até R$ 2.000,00
Venha fazer parte do time Telhanorte Tumelero – Saint Gobain! Se você é movido pela paixão em fazer parte da realização de sonhos, junte-se ao time que faz isso acontecer…
Institucional
Sobre Nós
Certificação de Qualidade
Compliance
Mapa do Site
Ajuda
Contato
Para candidatos
Criar Currículo Grátis
Buscar Vagas
Vagas por Área/cargo
Vagas por Estado
Planos Catho
Blog Carreira e Sucesso
Calculadoras Trabalhistas
Guia de Profissões
Modelos de Currículo
Termos e Condições de Uso
Para empresas
Cadastrar Empresa
Anunciar Vagas Grátis
Planos Catho Empresas
Blog Para Empresas
Busca de currículos
Pesquisa salarial
Recrutamento PcD
Termos e Condições de Uso
Vem com a gente nas redes sociais!
Catho Online Ltda.
CNPJ: 03.753.088/0001-00
Alameda Grajaú, 60 Barueri -
SP
- 06454-050
Política de Privacidade",,Sim,https://www.catho.com.br/vagas/estagio-em-vendas-home-office/31579072/
Atendimento Receptivo – Home office,Não informada,Home Office,"Até R$ 2.000,00",2000.0,2000.0,Nao Especificado,Consultoria,"Ir para o conteúdo
Anunciar vagas grátis
Cadastrar CV grátis
Entrar
Menu
Seu novo emprego está na palma das suas mãos! Baixe nosso app e obtenha vantagens :)
Vaga de Atendimento Receptivo – Home office
1 vaga: | CLT (Efetivo) | Publicada em 01/04
Até R$ 2.000,00
São Paulo - SP (1)
Sobre a vaga
*Olá, tudo bem?*

Sou da área de Atração de Talentos da Consultoria Psis e estou entrando em contato com você para falar sobre uma oportunidade incrível que se encaixa perfeitamente no seu perfil!

*Vaga: ATENDIMENTO SAC | CAFÉ EXPRESSO*

* Atividades:*

Auxiliar os clientes durante a compra de cápsulas, máquinas e acessórios. Esclarecendo dúvidas e realizando a emissão de boletos. Identificando oportunidades de vendas e promover a marca, sugerindo novos produtos ou incentivando ações.

*Detalhes da Vaga:*

Salário:?R$ 1.412,00 + Remuneração variável de até R$400 + Benefícios + Plano de carreira
Horários:13:00 - 19:20 |14:00 - 20:20
Escala: 6x1 com folgas fixas aos domingos | Jornada: 6:20
Modalidade: Home Office (os 3 primeiros meses será para adaptação de forma presencial na Alexandre Dumas) home office será de acordo com o desempenho

* Benefícios:*

* Assistência médica;
* Assistência odontológica;
* Vale Alimentação ou Vale Refeição;
* Vale-transporte;
* E muitos outros benefícios!

* Requisitos:*

* Desejável experiência em atendimento ao cliente.
* Equipamento próprio (computador, câmera e headset).

Confirme sua participação encaminhando uma mensagem em nosso WhatsApp :

"" Confirmo minha presença para a vaga de Sac café ""

WhatsApp : 11 952289665
compartilhar
Benefícios

Assistência Médica / Medicina em grupo, Assistência Odontológica, Tíquete Refeição, Tíquete Alimentação, Vale Transporte

Regime de Contratação

CLT (Efetivo)

Dados da Empresa
A3 SOLUÇÕES EM RECURSOS HUMANOS

Cadastre-se gratuitamente para ver mais informações da empresa.

Quero me candidatar
Vagas parecidas com esta
Atendimento Receptivo – Home office
31/03/2025
A3 Soluções em Recursos Humanos
1 vaga em São Paulo (São Paulo)
Até R$ 2.000,00
? Vaga: Atendimento SAC | Café Expresso ? Atividades: Seja parte de uma equipe que transforma o momento do café! Auxilie clientes durante suas compras de cápsulas, máquinas e…
Atendimento Receptivo – Home office CAFÉ MORUMBI
15/05/2025
A3 Soluções em Recursos Humanos
1 vaga em São Paulo (São Paulo)
Até R$ 2.000,00
VAGA: Atendimento SAC | Café Expresso Atividades: Atendimento ao cliente durante a compra de cápsulas, máquinas e acessórios. Responsável por esclarecer dúvidas, emitir boletos…
Agente de Atendimento Receptivo - Home Office e Presencial
13/06/2025
TMKT
1 vaga em Poa (São Paulo)
Até R$ 2.000,00
Responsabilidades: Atender ligações de clientes com cordialidade e agilidade; Esclarecer dúvidas sobre produtos e serviços da empresa; Oferecer suporte técnico básico, ajudando o…
Institucional
Sobre Nós
Certificação de Qualidade
Compliance
Mapa do Site
Ajuda
Contato
Para candidatos
Criar Currículo Grátis
Buscar Vagas
Vagas por Área/cargo
Vagas por Estado
Planos Catho
Blog Carreira e Sucesso
Calculadoras Trabalhistas
Guia de Profissões
Modelos de Currículo
Termos e Condições de Uso
Para empresas
Cadastrar Empresa
Anunciar Vagas Grátis
Planos Catho Empresas
Blog Para Empresas
Busca de currículos
Pesquisa salarial
Recrutamento PcD
Termos e Condições de Uso
Vem com a gente nas redes sociais!
Catho Online Ltda.
CNPJ: 03.753.088/0001-00
Alameda Grajaú, 60 Barueri -
SP
- 06454-050
Política de Privacidade","Responsabilidades: Atender ligações de clientes com cordialidade e agilidade; Esclarecer dúvidas sobre produtos e serviços da empresa; Oferecer suporte técnico básico, ajudando o…",scala,Sim,https://www.catho.com.br/vagas/atendimento-receptivo-home-office/31529372/
Closer (B2B) - Home Office,Não informada,Home Office,"Ir para o conteúdo
Anunciar vagas grátis
Cadastrar CV grátis
Entrar
Menu
Seu novo emprego está na palma das suas mãos! Baixe nosso app e obtenha vantagens :)
Vaga de Closer (B2B) - Home Office
1 vaga: | CLT (Efetivo) | Atualizada em 24/04
Até R$ 2.000,00
Juiz de Fora - MG (1)
Sobre a vaga
Estamos em busca de profissionais para atuar como Closer 100% home office e fazer parte do nosso time na área Comercial!
O profissional será responsável por prestar suporte via chat, e-mail e telefone, esclarecendo dúvidas, resolvendo problemas e garantindo uma experiência de excelência para clientes empresariais!

Descrição das atividades:
- Identificar e prospectar novos lojistas no mercado B2B.
- Realizar pesquisas de mercado e mapear decisões buscando por redes sociais e sites.
- Agendar reuniões de apresentação de soluções com base no script de vendas.
- Atualizar e manter informações no CRM.
- Desenvolver campanhas outbound utilizando canais como e-mail, telefone e redes sociais.
- Realizar cold calls e criar sequências de prospecção personalizada.
- Fechar novas parcerias comerciais com lojistas e trazer o primeiro cliente

Para isso, é importante que:
- você tenha ensino médio completo;
- possua ambiente adequado para o desenvolvimento das atividades, necessário ter um computador funcional, com recursos suficientes para executar ferramentas de trabalho, conexão à internet precisa ser confiável e de boa qualidade.

Horário de Trabalho: Segunda a Sexta - 09h as 18h45 (home office)

A Empresa oferece: salário compatível com o mercado, Auxilio Alimentação R$24,85/dia.

Após a sua inscrição as etapas do processo seletivo serão: Triagem curricular -> Perguntas Customizadas -> Entrevistas com Gestão de Pessoas -> Entrevista com Gestor -> Processo de Contratação. Se identificou com essa oportunidade? Então se inscreva e venha fazer parte desse time de sucesso!
compartilhar
Regime de Contratação

CLT (Efetivo)

Dados da Empresa
RHESERVA CONSULTORIA

Cadastre-se gratuitamente para ver mais informações da empresa.

Quero me candidatar
Institucional
Sobre Nós
Certificação de Qualidade
Compliance
Mapa do Site
Ajuda
Contato
Para candidatos
Criar Currículo Grátis
Buscar Vagas
Vagas por Área/cargo
Vagas por Estado
Planos Catho
Blog Carreira e Sucesso
Calculadoras Trabalhistas
Guia de Profissões
Modelos de Currículo
Termos e Condições de Uso
Para empresas
Cadastrar Empresa
Anunciar Vagas Grátis
Planos Catho Empresas
Blog Para Empresas
Busca de currículos
Pesquisa salarial
Recrutamento PcD
Termos e Condições de Uso
Vem com a gente nas redes sociais!
Catho Online Ltda.
CNPJ: 03.753.088/0001-00
Alameda Grajaú, 60 Barueri -
SP
- 06454-050
Política de Privacidade",2000.0,3753088.0,Nao Especificado,Educacao,Não especificada,Não informada,,Não,https://www.catho.com.br/vagas/closer-b2b-home-office/31500743/
Assistente Jurídico (Home-Office),Não informada,Home Office,"De R$ 2.001,00 a R$ 3.000,00",2001.0,3000.0,Nao Especificado,Nao Categorizado,Não especificada,"Ir para o conteúdo
Anunciar vagas grátis
Cadastrar CV grátis
Entrar
Menu
Seu novo emprego está na palma das suas mãos! Baixe nosso app e obtenha vantagens :)
Vaga de Assistente Jurídico (Home-Office)
1 vaga: | Prestador de serviços (PJ) | Publicada em 09/06
A combinar
Belo Horizonte - MG (1)
Sobre a vaga
Atividades:
- Organizar arquivos dos clientes;
- Auxiliar na preparação e submissão de formulários de imigração; comunicação com Home Office para esclarecimentos;
- Manter clientes informados sobre o andamento dos processos;
- Garantir a confidencialidade das informações conforme legislação de proteção de dados.

Requisitos:
- Inglês fluente;
- Curso Superior em Direito.
compartilhar
Regime de Contratação

Prestador de serviços (PJ)

Dados da Empresa
SELPE ESC UNIF

Cadastre-se gratuitamente para ver mais informações da empresa.

Quero me candidatar
Vagas parecidas com esta
Assistente Jurídico
16/05/2025
SUGGAR
1 vaga em Belo Horizonte (Minas Gerais)
A combinar
Buscamos um(a) profissional formado(a) em Direito, com perfil organizado, proativo e com boa capacidade de gestão administrativa, para atuar como Assistente Jurídico. A posição…
Assistente Jurídico
14/04/2025
AMPLA
1 vaga em Belo Horizonte (Minas Gerais)
De R$ 2.001,00 a R$ 3.000,00
O assistente jurídico planeja as atividades, priorizando ações e providenciando recursos e execução dos processos. Recebe documentos de processos jurídicos, registrando a entrada…
Assistente Jurídico
11/04/2025
MEDCOM
1 vaga em Belo Horizonte (Minas Gerais)
Até R$ 2.000,00
Essa é a sua oportunidade de ingressar em uma das empresas farmacêuticas que mais crescem no Brasil. Nosso time é composto por pessoas engajadas e que querem juntos, continuar…
Institucional
Sobre Nós
Certificação de Qualidade
Compliance
Mapa do Site
Ajuda
Contato
Para candidatos
Criar Currículo Grátis
Buscar Vagas
Vagas por Área/cargo
Vagas por Estado
Planos Catho
Blog Carreira e Sucesso
Calculadoras Trabalhistas
Guia de Profissões
Modelos de Currículo
Termos e Condições de Uso
Para empresas
Cadastrar Empresa
Anunciar Vagas Grátis
Planos Catho Empresas
Blog Para Empresas
Busca de currículos
Pesquisa salarial
Recrutamento PcD
Termos e Condições de Uso
Vem com a gente nas redes sociais!
Catho Online Ltda.
CNPJ: 03.753.088/0001-00
Alameda Grajaú, 60 Barueri -
SP
- 06454-050
Política de Privacidade",,Não,https://www.catho.com.br/vagas/assistente-juridico-home-office/32073317/
Recrutador Freelancer - Home Office,Não informada,Home Office,A combinar,,,Nao Especificado,Consultoria,Oportunidade: Recrutador(a) Freelance Forma de Trabalho: Freelancer Local: 100% Home Office Horário: Flexível Remuneração: % sobre o sucesso Estamos em busca de um(a)…,"Ir para o conteúdo
Anunciar vagas grátis
Cadastrar CV grátis
Entrar
Menu
Seu novo emprego está na palma das suas mãos! Baixe nosso app e obtenha vantagens :)
Vaga de Recrutador Freelancer - Home Office
1 vaga: | Prestador de serviços (PJ) | Publicada em 06/06
A combinar
Campinas - SP (1)
Sobre a vaga
Buscamos um Recrutador(a) Freelancer para atuar com recrutamento e seleção de vagas de diversos níveis e setores.

*Trabalho 100% remoto (home office)
*Remuneração por comissão por vaga fechada (candidato contratado)

Atividades:
- Conduzir o processo completo de recrutamento e seleção
- Realizar a divulgação, tiragem, agendamento de entrevistas, feedbacks, entrevista final e elaboração de relatórios
- Buscar e selecionar candidatos qualificados
- Aplicar e avaliar testes de habilidades e conhecimentos, conforme o perfil das vagas
- Manter atualizado no sistema o fluxo de entrevistas de candidatos para diferentes posições
- Fornecer feedback claro e objetivo para candidatos e gestores sobre o processo seletivo

Requisitos:
- Experiência comprovada com recrutamento e seleção de diferentes cargos e perfis
- Estrutura própria para trabalho remoto (computador, internet de qualidade, telefone)
- Conhecimento nas plataformas e ferramentas de recrutamento online
- Habilidade para trabalhar de forma autônoma e organizar seu fluxo de trabalho
- Boa comunicação, proatividade e capacidade de gerenciar diferentes projetos simultaneamente

Diferenciais:
- Ter trabalhado em Consultoria de RH, atendendo demandas de alto volume e diferentes perfis.

#1173
compartilhar
Regime de Contratação

Prestador de serviços (PJ)

Dados da Empresa
GOMES CEZARINI

Cadastre-se gratuitamente para ver mais informações da empresa.

Quero me candidatar
Vagas parecidas com esta
Recrutador(a) Freelance – Home Office #1040
04/06/2025
DANILO CARLOS MARTINS DE MELO
1 vaga em Campinas (São Paulo)
A combinar
Oportunidade: Recrutador(a) Freelance Forma de Trabalho: Freelancer Local: 100% Home Office Horário: Flexível Remuneração: % sobre o sucesso Estamos em busca de um(a)…
Recrutador
30/05/2025
RHF Talentos Indaiatuba – Jardim Pompéia/SP
1 vaga em Indaiatuba (São Paulo)
A combinar
A RHF Talentos Indaiatuba SP, está buscando uma Recrutador para atuar de forma remota , auxiliando nossos clientes na identificação de talentos e processos seletivos! Sobre a…
Analista de Recrutamento e Seleção
28/05/2025
BRASANITAS
1 vaga em Campinas (São Paulo)
A combinar
Resumo da Vaga: Buscamos um profissional para atuar no recrutamento e seleção de candidatos para vagas operacionais, realizando alinhamento de perfil com gestores e acompanhamento…
Institucional
Sobre Nós
Certificação de Qualidade
Compliance
Mapa do Site
Ajuda
Contato
Para candidatos
Criar Currículo Grátis
Buscar Vagas
Vagas por Área/cargo
Vagas por Estado
Planos Catho
Blog Carreira e Sucesso
Calculadoras Trabalhistas
Guia de Profissões
Modelos de Currículo
Termos e Condições de Uso
Para empresas
Cadastrar Empresa
Anunciar Vagas Grátis
Planos Catho Empresas
Blog Para Empresas
Busca de currículos
Pesquisa salarial
Recrutamento PcD
Termos e Condições de Uso
Vem com a gente nas redes sociais!
Catho Online Ltda.
CNPJ: 03.753.088/0001-00
Alameda Grajaú, 60 Barueri -
SP
- 06454-050
Política de Privacidade",,Não,https://www.catho.com.br/vagas/recrutador-freelancer-home-office/32030387/
Trabalho vendas - Home Office,Não informada,Home Office,A combinar,,,Nao Especificado,Nao Categorizado,Não especificada,"Ir para o conteúdo
Anunciar vagas grátis
Cadastrar CV grátis
Entrar
Menu
Seu novo emprego está na palma das suas mãos! Baixe nosso app e obtenha vantagens :)
Vaga de Trabalho vendas - Home Office
1 vaga: | Prestador de serviços (PJ) | Publicada em 03/06
A combinar
Salvador - BA (1)
Sobre a vaga
Oportunidade de Carreira em Vendas - Home Office - PJ (Não é uma vaga CLT)

Estamos em busca de profissionais dinâmicos e motivados para se juntar ao nosso time de vendas.
Se você é uma pessoa que busca desafios e está interessado em trabalhar em um ambiente flexível, essa é a oportunidade perfeita para você.


Nossa empresa valoriza o trabalho em equipe, a inovação e o crescimento profissional.
Estamos à procura de alguém que tenha afinidade com vendas, com uma forte capacidade de comunicação e uma mentalidade orientada para resultados.


Você será responsável por desenvolver e expandir nossa base de clientes, atingir metas de vendas semanais e em um plano de carreira na área de vendas.
A posição oferece a chance de trabalhar em um ambiente de trabalho remoto, permitindo que você equilibre sua vida pessoal e profissional.

Para se candidatar, é necessário ter disposição para aprender a técnica, não precisa de experiência em vendas e desenvolver habilidades de comunicação eficazes.
Além disso, é essencial que você tenha um ambiente de trabalho adequado para realizar suas atividades com total concentração e eficiência.

Se você é proativo, tem uma mentalidade de crescimento e busca um ambiente de trabalho que valorize suas habilidades, esta é a oportunidade ideal para você.
Junte-se a nós e faça parte de uma equipe que se destaca pela excelência e inovação no mercado.

Aguardamos seu interesse e ansiamos para conhecer seu perfil.
compartilhar
Regime de Contratação

Prestador de serviços (PJ)

Dados da Empresa
EMPRESA CONFIDENCIAL

Por que esta empresa é confidencial?
Quero me candidatar
Institucional
Sobre Nós
Certificação de Qualidade
Compliance
Mapa do Site
Ajuda
Contato
Para candidatos
Criar Currículo Grátis
Buscar Vagas
Vagas por Área/cargo
Vagas por Estado
Planos Catho
Blog Carreira e Sucesso
Calculadoras Trabalhistas
Guia de Profissões
Modelos de Currículo
Termos e Condições de Uso
Para empresas
Cadastrar Empresa
Anunciar Vagas Grátis
Planos Catho Empresas
Blog Para Empresas
Busca de currículos
Pesquisa salarial
Recrutamento PcD
Termos e Condições de Uso
Vem com a gente nas redes sociais!
Catho Online Ltda.
CNPJ: 03.753.088/0001-00
Alameda Grajaú, 60 Barueri -
SP
- 06454-050
Política de Privacidade",,Não,https://www.catho.com.br/vagas/trabalho-vendas-home-office/31992500/
Estágio Administrativo (Home Office),Não informada,Home Office,"Até R$ 2.000,00",2000.0,2000.0,Trainee,Nao Categorizado,Não especificada,"Ir para o conteúdo
Anunciar vagas grátis
Cadastrar CV grátis
Entrar
Menu
Seu novo emprego está na palma das suas mãos! Baixe nosso app e obtenha vantagens :)
Vaga de Estágio Administrativo (Home Office)
5 vagas: | Estágio | Publicada em 27/05
Até R$ 2.000,00
São Paulo - SP (5)
Sobre a vaga
O colaborador terá a oportunidade de aprender e se desenvolver em diversas atividades relacionadas à área administrativa, com foco em:

Organização e controle de processos internos

Apoio no gerenciamento de atividades e fluxos administrativos

Participação em ações de marketing e comunicação

Criação e acompanhamento de conteúdos para redes sociais e plataformas digitais

Moderação e interação em canais de comunicação online Computador e acesso a internet para atuar em Home Office.

Proatividade e perfil organizado
compartilhar
Benefícios

Assistência Odontológica, Convênio com Farmácia, Seguro de Vida em Grupo, Tíquete Refeição, Vale Transporte, Participação nos lucros

Regime de Contratação

Estágio

Dados da Empresa
IMÓVEL GUIDE

Cadastre-se gratuitamente para ver mais informações da empresa.

Quero me candidatar
Vagas parecidas com esta
Estagiário Administrativo (Home Office)
13/05/2025
Imóvel Guide
1 vaga em São Paulo (São Paulo)
Até R$ 2.000,00
Lançamento de dados em sistemas, planilhas e relatórios administrativos; Auxílio no controle de estoque, compras ou contas a pagar e receber (dependendo da área); Apoio no…
Estagio em Administração (Home Office)
17/04/2025
Imóvel Guide
5 vagas em São Paulo (São Paulo)
Até R$ 2.000,00
Estamos buscando um(a) Estágiario(a) de Administração para integrar nossa equipe! Se você é organizado(a), proativo(a) e deseja se desenvolver na área administrativa, essa é a sua…
Estágio ADM (Home Office)
05/05/2025
ATLASMAQ DO BRASIL
4 vagas em São Paulo (São Paulo)
Até R$ 2.000,00
Terá atividades pertinentes ao setor administrativo, como: Gerenciamento e preenchimento de planilhas; Acompanhamento de métricas; Criação de relatórios; Participação em…
Institucional
Sobre Nós
Certificação de Qualidade
Compliance
Mapa do Site
Ajuda
Contato
Para candidatos
Criar Currículo Grátis
Buscar Vagas
Vagas por Área/cargo
Vagas por Estado
Planos Catho
Blog Carreira e Sucesso
Calculadoras Trabalhistas
Guia de Profissões
Modelos de Currículo
Termos e Condições de Uso
Para empresas
Cadastrar Empresa
Anunciar Vagas Grátis
Planos Catho Empresas
Blog Para Empresas
Busca de currículos
Pesquisa salarial
Recrutamento PcD
Termos e Condições de Uso
Vem com a gente nas redes sociais!
Catho Online Ltda.
CNPJ: 03.753.088/0001-00
Alameda Grajaú, 60 Barueri -
SP
- 06454-050
Política de Privacidade",git,Sim,https://www.catho.com.br/vagas/estagio-administrativo-home-office/31909324/
Auxiliar de Relacionamento - Home Office,Não informada,Home Office,"De R$ 2.001,00 a R$ 3.000,00",2001.0,3000.0,Nao Especificado,Nao Categorizado,Não especificada,"Ir para o conteúdo
Anunciar vagas grátis
Cadastrar CV grátis
Entrar
Menu
Seu novo emprego está na palma das suas mãos! Baixe nosso app e obtenha vantagens :)
Vaga de Auxiliar de Relacionamento - Home Office
1 vaga: | Temporário | Publicada em 26/05
A combinar
São Paulo - SP (1)
Sobre a vaga
Possuir experiencia na Função, ira atuar com escala de trabalho 5x2 HOME OFFICE, ira realizar comunicação ativa por telefone e outros meios de Comunicação. Ira realizar todas as atividades relacionadas a vaga.
Horário de Trabalho 08h30 ás 17h30.
compartilhar
Benefícios

Tíquete Alimentação

Regime de Contratação

Temporário

Dados da Empresa
EXCELENCE SERVIÇOS

Cadastre-se gratuitamente para ver mais informações da empresa.

Quero me candidatar
Vagas parecidas com esta
Analista de Negócios
11/06/2025
Empresa Confidencial
1 vaga em São Paulo (São Paulo)
A combinar
Estamos em busca de um(a) Analista de Negócios apaixonado(a) por tecnologia e com visão estratégica! Se você tem entre 3 a 5 anos de experiência no setor de tecnologia em…
Assistente de Relacionamento
10/06/2025
BEMFACIL SERVICOS E TECNOLOGIA LTDA
1 vaga em São Paulo (São Paulo)
De R$ 2.001,00 a R$ 3.000,00
Atendimento ao cliente, suporte ao time comercial, auxiliar em novos cadastros, solucionar e acompanhar possíveis problemas, ser ponto focal do time operacional, executar…
Assistente de Relacionamento
07/05/2025
Huntington
1 vaga em São Paulo (São Paulo)
A combinar
Estamos em busca de um profissional do atendimento para se juntar à nossa equipe! Se você é apaixonado por pessoas e tem habilidades comerciais, esta é a sua chance!. Principais…
Institucional
Sobre Nós
Certificação de Qualidade
Compliance
Mapa do Site
Ajuda
Contato
Para candidatos
Criar Currículo Grátis
Buscar Vagas
Vagas por Área/cargo
Vagas por Estado
Planos Catho
Blog Carreira e Sucesso
Calculadoras Trabalhistas
Guia de Profissões
Modelos de Currículo
Termos e Condições de Uso
Para empresas
Cadastrar Empresa
Anunciar Vagas Grátis
Planos Catho Empresas
Blog Para Empresas
Busca de currículos
Pesquisa salarial
Recrutamento PcD
Termos e Condições de Uso
Vem com a gente nas redes sociais!
Catho Online Ltda.
CNPJ: 03.753.088/0001-00
Alameda Grajaú, 60 Barueri -
SP
- 06454-050
Política de Privacidade",scala,Sim,https://www.catho.com.br/vagas/auxiliar-de-relacionamento-home-office/31898871/
